repository,stars,url,total_bugs,bugs_per_class,total_java_files,total_loc,total_classes,total_methods,avg_wmc,avg_cbo,avg_rfc,avg_dit,avg_noc,avg_wmc_method,avg_loc_method,avg_loops,avg_comparisons,code_duplication_percent,maintainability_index,ck_output_dir,analysis_time_seconds,analysis_date
kagkarlsson/db-scheduler,1460,https://github.com/kagkarlsson/db-scheduler,26,0.06,289,17997,432,1795,5.2,6.18,8.31,1.36,0.15,1.25,5.46,0.02,0.07,13.49,0,temp_repos\ck_output_kagkarlsson_db-scheduler,11.72,2025-11-17T18:24:25.843983
hawtio/hawtio,1447,https://github.com/hawtio/hawtio,0,0.0,341,21176,396,2026,9.08,5.65,12.21,1.31,0.12,1.77,7.0,0.08,0.29,10.82,0,temp_repos\ck_output_hawtio_hawtio,14.04,2025-11-17T18:24:37.564781
mercyblitz/segmentfault-lessons,1442,https://github.com/mercyblitz/segmentfault-lessons,0,0.0,546,13754,647,1547,2.9,2.98,3.98,1.1,0.01,1.21,5.07,0.06,0.05,5.14,0,temp_repos\ck_output_mercyblitz_segmentfault-lessons,44.2,2025-11-17T18:24:51.605768
ff4j/ff4j,1437,https://github.com/ff4j/ff4j,65,0.095,717,47171,685,5345,11.92,6.06,13.54,1.55,0.26,1.53,6.17,0.08,0.18,7.38,0,temp_repos\ck_output_ff4j_ff4j,25.59,2025-11-17T18:25:35.810201
newbee-ltd/newbee-mall-api,1433,https://github.com/newbee-ltd/newbee-mall-api,0,0.0,120,4726,119,433,6.97,6.18,6.24,1.06,0.0,1.92,5.71,0.06,0.31,10.15,0,temp_repos\ck_output_newbee-ltd_newbee-mall-api,7.22,2025-11-17T18:26:01.397048
luoye663/e5,1433,https://github.com/luoye663/e5,0,0.0,84,3728,92,297,5.73,4.61,7.78,1.16,0.0,1.77,7.91,0.11,0.25,12.32,0,temp_repos\ck_output_luoye663_e5,5.81,2025-11-17T18:26:08.616630
RudeCrab/rude-java,1424,https://github.com/RudeCrab/rude-java,0,0.0,178,4065,182,337,2.47,5.48,3.91,1.2,0.06,1.33,4.58,0.04,0.1,14.49,0,temp_repos\ck_output_RudeCrab_rude-java,8.02,2025-11-17T18:26:15.976483
chenhaoxiang/Java,1368,https://github.com/chenhaoxiang/Java,0,0.0,291,10710,355,1007,4.52,3.09,5.46,1.31,0.03,1.59,7.4,0.09,0.21,11.58,0,temp_repos\ck_output_chenhaoxiang_Java,23.34,2025-11-17T18:26:23.994586
201206030/novel-cloud,1366,https://github.com/201206030/novel-cloud,0,0.0,170,6242,189,697,4.14,4.76,4.91,1.06,0.02,1.12,3.83,0.02,0.02,12.87,0,temp_repos\ck_output_201206030_novel-cloud,8.26,2025-11-17T18:26:47.331266
AnghelLeonard/Hibernate-SpringBoot,1364,https://github.com/AnghelLeonard/Hibernate-SpringBoot,0,0.0,1812,57562,319,1083,3.97,4.19,2.99,1.06,0.11,1.17,3.92,0.02,0.08,10.57,0,temp_repos\ck_output_AnghelLeonard_Hibernate-SpringBoot,41.76,2025-11-17T18:26:55.590525
GrailStack/Moss,1363,https://github.com/GrailStack/Moss,0,0.0,416,21129,455,2031,5.82,6.63,11.0,1.3,0.16,1.3,5.25,0.02,0.08,7.54,0,temp_repos\ck_output_GrailStack_Moss,16.26,2025-11-17T18:27:37.350190
getmoneynote/moneynote-api,1331,https://github.com/getmoneynote/moneynote-api,0,0.0,207,7499,195,473,4.95,7.71,7.78,1.47,0.23,2.04,8.1,0.1,0.49,10.06,0,temp_repos\ck_output_getmoneynote_moneynote-api,8.3,2025-11-17T18:27:53.611429
BizSpringSource/bizspring-vue3-opensource,1318,https://github.com/BizSpringSource/bizspring-vue3-opensource,0,0.0,485,21855,551,1770,6.04,7.69,7.34,1.42,0.11,1.88,6.33,0.07,0.27,6.4,0,temp_repos\ck_output_BizSpringSource_bizspring-vue3-opensource,55.54,2025-11-17T18:28:03.442096
apache/rocketmq-dashboard,1280,https://github.com/apache/rocketmq-dashboard,1,0.005,171,12644,201,1096,8.69,6.97,13.82,1.23,0.14,1.59,7.48,0.1,0.18,12.82,0,temp_repos\ck_output_apache_rocketmq-dashboard,10.84,2025-11-17T18:28:58.980492
timebusker/spring-boot,1276,https://github.com/timebusker/spring-boot,0,0.0,239,6828,192,783,4.51,4.4,3.57,1.11,0.01,1.11,4.17,0.04,0.03,6.19,0,temp_repos\ck_output_timebusker_spring-boot,9.69,2025-11-17T18:29:09.824151
bbottema/simple-java-mail,1272,https://github.com/bbottema/simple-java-mail,130,0.383,266,22196,339,2548,10.62,6.43,13.81,1.4,0.12,1.41,5.1,0.05,0.13,14.66,0,temp_repos\ck_output_bbottema_simple-java-mail,12.26,2025-11-17T18:29:19.518761
braisdom/ObjectiveSql,1258,https://github.com/braisdom/ObjectiveSql,23,0.067,296,20171,342,2583,11.3,4.36,9.39,1.31,0.12,1.5,5.35,0.05,0.15,5.73,0,temp_repos\ck_output_braisdom_ObjectiveSql,11.01,2025-11-17T18:29:34.143703
feiniaojin/graceful-response,1231,https://github.com/feiniaojin/graceful-response,0,0.0,68,2597,64,307,7.08,6.53,5.81,1.66,0.14,1.48,5.03,0.03,0.11,12.42,0,temp_repos\ck_output_feiniaojin_graceful-response,4.94,2025-11-17T18:29:45.157561
dromara/SMS4J,1220,https://github.com/dromara/SMS4J,0,0.0,258,12636,269,1183,7.56,5.12,9.31,1.39,0.11,1.72,7.35,0.07,0.14,11.54,0,temp_repos\ck_output_dromara_SMS4J,9.66,2025-11-17T18:29:50.102467
javastacks/javastack,1186,https://github.com/javastacks/javastack,0,0.0,116,2713,128,261,3.34,2.27,3.52,1.14,0.13,1.64,7.19,0.37,0.06,13.21,0,temp_repos\ck_output_javastacks_javastack,6.38,2025-11-17T18:29:59.763809
wayn111/waynboot-mall,1180,https://github.com/wayn111/waynboot-mall,0,0.0,397,14645,404,1038,4.5,6.56,7.62,1.23,0.13,1.75,6.78,0.09,0.19,6.21,0,temp_repos\ck_output_wayn111_waynboot-mall,14.72,2025-11-17T18:30:07.833908
KOHGYLW/kiftd-source,1173,https://github.com/KOHGYLW/kiftd-source,0,0.0,129,18164,179,975,26.21,4.21,14.97,1.18,0.06,4.81,17.34,0.24,0.82,10.86,0,temp_repos\ck_output_KOHGYLW_kiftd-source,8.74,2025-11-17T18:30:24.863441
cheese10yun/spring-jpa-best-practices,1166,https://github.com/cheese10yun/spring-jpa-best-practices,0,0.0,60,2274,67,204,3.39,6.69,7.73,1.31,0.0,1.11,4.77,0.0,0.03,8.08,2.57,temp_repos\ck_output_cheese10yun_spring-jpa-best-practices,4.64,2025-11-17T18:30:33.605384
PebbleTemplates/pebble,1162,https://github.com/PebbleTemplates/pebble,13,0.026,374,24480,501,2430,7.02,5.09,6.57,1.3,0.17,1.45,7.0,0.05,0.14,8.32,0,temp_repos\ck_output_PebbleTemplates_pebble,11.46,2025-11-17T18:30:38.243908
fit2cloud/riskscanner,1149,https://github.com/fit2cloud/riskscanner,0,0.0,371,39360,522,7405,17.4,4.43,8.57,1.25,0.09,1.23,4.57,0.02,0.08,8.11,0,temp_repos\ck_output_fit2cloud_riskscanner,13.19,2025-11-17T18:30:49.699998
topiam/eiam,1142,https://github.com/topiam/eiam,2,0.002,1111,48343,1085,2926,4.66,7.53,9.31,1.27,0.08,1.73,7.25,0.05,0.09,7.18,0,temp_repos\ck_output_topiam_eiam,30.12,2025-11-17T18:31:02.891179
spring-attic/spring-cloud-dataflow,1138,https://github.com/spring-attic/spring-cloud-dataflow,0,0.0,1529,112031,1874,9463,7.65,6.85,11.04,1.44,0.14,1.51,6.56,0.08,0.16,8.33,0,temp_repos\ck_output_spring-attic_spring-cloud-dataflow,44.25,2025-11-17T18:31:33.008749
marcosbarbero/spring-cloud-zuul-ratelimit,1136,https://github.com/marcosbarbero/spring-cloud-zuul-ratelimit,12,0.108,79,4957,111,489,5.89,7.14,7.95,1.29,0.15,1.34,6.01,0.05,0.12,6.45,0,temp_repos\ck_output_marcosbarbero_spring-cloud-zuul-ratelimit,5.87,2025-11-17T18:32:17.263055
eventuate-tram/eventuate-tram-core,1132,https://github.com/eventuate-tram/eventuate-tram-core,6,0.015,352,8947,409,1009,2.75,4.98,4.22,1.1,0.06,1.11,4.07,0.02,0.03,13.88,0,temp_repos\ck_output_eventuate-tram_eventuate-tram-core,11.82,2025-11-17T18:32:23.135765
dromara/skyeye,1115,https://github.com/dromara/skyeye,0,0.0,4011,193509,4066,12381,5.45,6.85,9.09,1.35,0.02,1.79,7.51,0.09,0.15,5.47,0,temp_repos\ck_output_dromara_skyeye,98.13,2025-11-17T18:32:36.435706
yangzongzhuan/RuoYi-Vue-fast,1107,https://github.com/yangzongzhuan/RuoYi-Vue-fast,0,0.0,260,20118,268,2114,13.51,5.86,12.53,1.58,0.21,1.71,5.5,0.09,0.15,7.11,0,temp_repos\ck_output_yangzongzhuan_RuoYi-Vue-fast,11.58,2025-11-17T18:34:14.567447
leangen/graphql-spqr,1103,https://github.com/leangen/graphql-spqr,12,0.017,314,20906,693,2437,4.92,5.12,7.4,1.3,0.06,1.4,5.07,0.03,0.1,6.96,0,temp_repos\ck_output_leangen_graphql-spqr,13.41,2025-11-17T18:34:26.145527
PotoYang/spring-in-action-v5-translate,1101,https://github.com/PotoYang/spring-in-action-v5-translate,0,0.0,704,22348,248,492,2.44,5.23,4.29,1.05,0.04,1.23,5.52,0.05,0.09,13.41,0,temp_repos\ck_output_PotoYang_spring-in-action-v5-translate,18.12,2025-11-17T18:34:39.553394
Zephery/newblog,1101,https://github.com/Zephery/newblog,0,0.0,135,5029,111,605,8.2,4.33,7.48,1.02,0.0,1.5,5.76,0.09,0.12,11.7,0,temp_repos\ck_output_Zephery_newblog,7.44,2025-11-17T18:34:57.672418
in28minutes/spring-boot-master-class,1095,https://github.com/in28minutes/spring-boot-master-class,0,0.0,100,2749,105,321,3.56,3.83,3.89,1.01,0.0,1.17,4.34,0.03,0.08,6.46,0,temp_repos\ck_output_in28minutes_spring-boot-master-class,6.39,2025-11-17T18:35:05.110040
nageoffer/congomall,1095,https://github.com/nageoffer/congomall,3,0.005,567,15451,579,1079,2.79,4.58,4.75,1.13,0.06,1.5,5.49,0.04,0.18,6.42,0,temp_repos\ck_output_nageoffer_congomall,18.35,2025-11-17T18:35:11.499192
quickfix-j/quickfixj,1081,https://github.com/quickfix-j/quickfixj,1,0.002,353,42785,528,4195,13.59,6.05,13.66,1.6,0.17,1.71,8.17,0.08,0.19,5.98,0,temp_repos\ck_output_quickfix-j_quickfixj,14.49,2025-11-17T18:35:31.304200
gaarason/database-all,1079,https://github.com/gaarason/database-all,11,0.022,441,27780,511,3142,8.99,5.57,8.56,2.25,0.16,1.46,5.93,0.09,0.08,6.78,0,temp_repos\ck_output_gaarason_database-all,13.33,2025-11-17T18:35:45.791555
zalando/problem-spring-web,1071,https://github.com/zalando/problem-spring-web,55,0.243,184,6354,226,498,2.45,5.43,6.59,1.24,0.0,1.11,4.51,0.0,0.03,7.76,0,temp_repos\ck_output_zalando_problem-spring-web,6.56,2025-11-17T18:36:01.037468
eventuate-tram/eventuate-tram-sagas,1065,https://github.com/eventuate-tram/eventuate-tram-sagas,3,0.009,318,9358,331,1179,3.93,5.42,6.01,1.2,0.06,1.1,4.0,0.01,0.02,11.99,0,temp_repos\ck_output_eventuate-tram_eventuate-tram-sagas,10.01,2025-11-17T18:36:07.598569
spring-cloud/spring-cloud-function,1060,https://github.com/spring-cloud/spring-cloud-function,190,0.261,364,34360,729,3199,6.77,5.43,8.7,1.12,0.01,1.54,6.34,0.04,0.14,12.84,0,temp_repos\ck_output_spring-cloud_spring-cloud-function,15.6,2025-11-17T18:36:17.604690
yidao620c/SpringBootBucket,1059,https://github.com/yidao620c/SpringBootBucket,0,0.0,291,11520,283,1537,6.06,4.51,4.44,1.13,0.01,1.12,4.1,0.03,0.03,11.58,0,temp_repos\ck_output_yidao620c_SpringBootBucket,9.7,2025-11-17T18:36:33.201974
langgraph4j/langgraph4j,1057,https://github.com/langgraph4j/langgraph4j,10,0.026,238,16982,380,1294,5.07,5.76,11.99,1.58,0.07,1.49,7.04,0.06,0.12,12.96,0,temp_repos\ck_output_langgraph4j_langgraph4j,12.22,2025-11-17T18:36:42.902317
WuKongOpenSource/Wukong_nocode,1053,https://github.com/WuKongOpenSource/Wukong_nocode,0,0.0,558,30931,608,1457,6.15,7.15,11.01,1.12,0.03,2.57,11.52,0.23,0.09,14.88,0,temp_repos\ck_output_WuKongOpenSource_Wukong_nocode,17.13,2025-11-17T18:36:55.125316
spring-cloud/spring-cloud-stream,1051,https://github.com/spring-cloud/spring-cloud-stream,248,0.238,465,55465,1043,4288,6.62,6.73,9.67,1.16,0.03,1.61,8.13,0.06,0.19,6.92,0,temp_repos\ck_output_spring-cloud_spring-cloud-stream,20.96,2025-11-17T18:37:12.256682
diyhi/bbs,1049,https://github.com/diyhi/bbs,0,0.0,639,94340,771,6093,30.09,7.9,18.42,1.12,0.03,3.81,12.92,0.29,1.05,12.08,0,temp_repos\ck_output_diyhi_bbs,28.39,2025-11-17T18:37:33.214340
kingston-csj/jforgame,1044,https://github.com/kingston-csj/jforgame,0,0.0,457,17150,495,1974,6.54,3.81,7.2,1.28,0.13,1.64,6.25,0.11,0.21,12.51,0,temp_repos\ck_output_kingston-csj_jforgame,15.28,2025-11-17T18:38:01.603638
SiGuiyang/spring-cloud-shop,1043,https://github.com/SiGuiyang/spring-cloud-shop,0,0.0,771,17396,758,1198,2.11,4.74,4.22,1.37,0.21,1.34,5.12,0.03,0.05,14.73,0,temp_repos\ck_output_SiGuiyang_spring-cloud-shop,24.67,2025-11-17T18:38:16.887336
awspring/spring-cloud-aws,1042,https://github.com/awspring/spring-cloud-aws,0,0.0,664,50390,1080,4818,5.88,6.33,10.85,1.24,0.04,1.32,6.35,0.02,0.12,12.86,0,temp_repos\ck_output_awspring_spring-cloud-aws,22.33,2025-11-17T18:38:41.557670
sitewhere/sitewhere,1035,https://github.com/sitewhere/sitewhere,181,0.215,580,38784,840,4102,7.17,7.69,8.54,1.5,0.04,1.47,6.21,0.07,0.21,10.24,0,temp_repos\ck_output_sitewhere_sitewhere,17.69,2025-11-17T18:39:03.890060
qqxx6661/log-record,1033,https://github.com/qqxx6661/log-record,5,0.056,88,3805,90,270,5.53,5.37,7.14,1.06,0.02,1.84,8.27,0.05,0.21,8.97,0,temp_repos\ck_output_qqxx6661_log-record,5.58,2025-11-17T18:39:21.582353
liyupi/yu-ai-code-mother,1029,https://github.com/liyupi/yu-ai-code-mother,0,0.0,287,12270,288,766,5.4,6.45,9.5,1.08,0.1,2.03,8.05,0.07,0.39,10.56,0,temp_repos\ck_output_liyupi_yu-ai-code-mother,8.61,2025-11-17T18:39:27.163734
casid/jte,1028,https://github.com/casid/jte,34,0.085,295,22640,402,2591,9.49,4.46,7.58,1.25,0.28,1.47,5.69,0.05,0.18,13.62,0,temp_repos\ck_output_casid_jte,10.17,2025-11-17T18:39:35.770180
spring-projects/spring-modulith,1026,https://github.com/spring-projects/spring-modulith,0,0.0,571,24696,817,2629,4.17,4.65,7.71,1.43,0.03,1.29,4.95,0.01,0.11,6.53,0,temp_repos\ck_output_spring-projects_spring-modulith,16.02,2025-11-17T18:39:45.943004
1Panel-dev/CordysCRM,1023,https://github.com/1Panel-dev/CordysCRM,28,0.023,1146,61184,1203,3753,6.08,7.3,12.2,1.41,0.21,1.95,8.75,0.08,0.21,12.15,0,temp_repos\ck_output_1Panel-dev_CordysCRM,33.96,2025-11-17T18:40:01.962033
yahoo/elide,1019,https://github.com/yahoo/elide,15,0.007,1445,126064,2007,8806,6.64,6.9,10.23,1.41,0.15,1.51,7.28,0.06,0.17,7.47,0,temp_repos\ck_output_yahoo_elide,43.09,2025-11-17T18:40:35.923593
zhangxd1989/springboot-dubbox,1018,https://github.com/zhangxd1989/springboot-dubbox,0,0.0,109,5116,115,655,8.12,5.83,7.46,1.61,0.25,1.43,4.97,0.06,0.11,7.8,0,temp_repos\ck_output_zhangxd1989_springboot-dubbox,7.47,2025-11-17T18:41:19.019972
gavlyukovskiy/spring-boot-data-source-decorator,1014,https://github.com/gavlyukovskiy/spring-boot-data-source-decorator,16,0.19,42,2851,84,266,4.55,5.56,5.0,1.14,0.0,1.44,6.09,0.05,0.13,11.39,0,temp_repos\ck_output_gavlyukovskiy_spring-boot-data-source-decorator,5.08,2025-11-17T18:41:26.488478
microsoft/HydraLab,1008,https://github.com/microsoft/HydraLab,1,0.002,436,36285,596,2667,10.04,6.13,13.76,1.2,0.12,2.24,9.49,0.13,0.38,8.82,0,temp_repos\ck_output_microsoft_HydraLab,21.64,2025-11-17T18:41:31.564966
adorsys/keycloak-config-cli,1007,https://github.com/adorsys/keycloak-config-cli,157,0.674,184,25352,233,1880,12.8,8.4,19.64,1.64,0.29,1.59,8.98,0.11,0.21,7.76,0,temp_repos\ck_output_adorsys_keycloak-config-cli,11.15,2025-11-17T18:41:56.731595
wyh-spring-ecosystem-student/spring-boot-student,1003,https://github.com/wyh-spring-ecosystem-student/spring-boot-student,0,0.0,703,31115,642,2702,6.95,4.46,8.07,1.12,0.05,1.65,6.68,0.07,0.24,5.5,0,temp_repos\ck_output_wyh-spring-ecosystem-student_spring-boot-student,24.21,2025-11-17T18:42:07.886747
sedmelluq/lavaplayer,995,https://github.com/sedmelluq/lavaplayer,0,0.0,438,25563,540,2743,9.8,5.45,8.26,1.29,0.13,1.93,6.65,0.14,0.34,7.08,0,temp_repos\ck_output_sedmelluq_lavaplayer,12.63,2025-11-17T18:42:32.102374
openkoda/openkoda,994,https://github.com/openkoda/openkoda,1,0.001,676,48944,676,4951,10.56,7.55,11.45,1.7,0.24,1.44,5.08,0.05,0.16,5.3,0,temp_repos\ck_output_openkoda_openkoda,22.04,2025-11-17T18:42:44.728900
networknt/json-schema-validator,990,https://github.com/networknt/json-schema-validator,39,0.066,412,30736,595,2409,7.59,6.04,10.65,1.36,0.17,1.86,7.63,0.09,0.33,7.87,0,temp_repos\ck_output_networknt_json-schema-validator,16.15,2025-11-17T18:43:06.765872
joey-zhou/xiaozhi-esp32-server-java,987,https://github.com/joey-zhou/xiaozhi-esp32-server-java,4,0.018,180,15993,217,1088,13.36,6.68,15.6,1.24,0.11,2.65,10.68,0.13,0.53,6.44,0,temp_repos\ck_output_joey-zhou_xiaozhi-esp32-server-java,10.72,2025-11-17T18:43:22.912877
xiaolyuh/layering-cache,981,https://github.com/xiaolyuh/layering-cache,0,0.0,120,12212,119,1013,15.74,7.06,15.8,1.24,0.08,1.85,9.42,0.16,0.16,10.15,0,temp_repos\ck_output_xiaolyuh_layering-cache,8.28,2025-11-17T18:43:33.638418
niefy/wx-api,978,https://github.com/niefy/wx-api,0,0.0,188,6612,194,569,4.36,6.39,6.61,1.25,0.1,1.49,5.59,0.06,0.14,12.9,0,temp_repos\ck_output_niefy_wx-api,7.98,2025-11-17T18:43:41.913747
smltq/spring-boot-demo,977,https://github.com/smltq/spring-boot-demo,0,0.0,474,17490,674,1373,3.56,3.02,3.83,1.1,0.02,1.75,7.01,0.23,0.29,5.7,0,temp_repos\ck_output_smltq_spring-boot-demo,15.21,2025-11-17T18:43:49.898084
274056675/springboot-openai-chatgpt,976,https://github.com/274056675/springboot-openai-chatgpt,0,0.0,280,18653,292,1456,12.87,4.88,10.11,1.24,0.06,2.58,9.55,0.16,0.28,8.1,0,temp_repos\ck_output_274056675_springboot-openai-chatgpt,13.86,2025-11-17T18:44:05.106067
ZeroWdd/studentmanager,974,https://github.com/ZeroWdd/studentmanager,0,0.0,63,2979,63,387,9.11,4.06,6.4,1.0,0.0,1.48,5.56,0.04,0.05,9.45,0,temp_repos\ck_output_ZeroWdd_studentmanager,4.99,2025-11-17T18:44:18.967562
vaadin/hilla,973,https://github.com/vaadin/hilla,565,0.531,727,37581,1065,4060,5.08,4.69,7.23,1.61,0.13,1.33,5.15,0.02,0.1,13.77,0,temp_repos\ck_output_vaadin_hilla,21.76,2025-11-17T18:44:23.962347
zalando/nakadi,966,https://github.com/zalando/nakadi,22,0.028,618,51656,792,4178,8.21,7.25,13.68,1.61,0.2,1.56,7.04,0.06,0.17,9.6,0,temp_repos\ck_output_zalando_nakadi,18.07,2025-11-17T18:44:45.725686
open-job/openjob,955,https://github.com/open-job/openjob,2,0.002,737,27134,829,1975,3.99,4.68,7.2,1.16,0.07,1.68,7.19,0.05,0.11,5.03,0,temp_repos\ck_output_open-job_openjob,21.09,2025-11-17T18:45:05.404938
zccbbg/wms-ruoyi,945,https://github.com/zccbbg/wms-ruoyi,0,0.0,486,21680,487,1730,6.12,7.81,9.06,1.45,0.2,1.72,6.32,0.07,0.15,6.72,0,temp_repos\ck_output_zccbbg_wms-ruoyi,17.09,2025-11-17T18:45:30.652310
TaleLin/lin-cms-spring-boot,942,https://github.com/TaleLin/lin-cms-spring-boot,6,0.047,126,6607,128,568,6.28,7.77,10.02,1.19,0.09,1.42,6.66,0.02,0.09,10.73,0,temp_repos\ck_output_TaleLin_lin-cms-spring-boot,7.12,2025-11-17T18:45:47.742914
codecentric/chaos-monkey-spring-boot,940,https://github.com/codecentric/chaos-monkey-spring-boot,38,0.193,180,6156,197,602,3.7,5.55,5.94,1.2,0.06,1.21,4.98,0.02,0.04,6.44,0,temp_repos\ck_output_codecentric_chaos-monkey-spring-boot,8.89,2025-11-17T18:45:54.868089
apereo/java-cas-client,937,https://github.com/apereo/java-cas-client,0,0.0,139,8935,180,905,8.63,4.92,9.66,1.61,0.24,1.72,7.16,0.06,0.32,5.02,0,temp_repos\ck_output_apereo_java-cas-client,8.38,2025-11-17T18:46:03.755602
aol/micro-server,933,https://github.com/aol/micro-server,33,0.044,896,28913,755,2170,3.39,5.56,6.48,1.08,0.02,1.18,4.92,0.02,0.05,6.99,0,temp_repos\ck_output_aol_micro-server,24.56,2025-11-17T18:46:12.138989
caozongpeng/SpringBootBlog,925,https://github.com/caozongpeng/SpringBootBlog,0,0.0,68,3553,76,457,9.0,5.88,7.42,1.2,0.14,1.5,4.67,0.03,0.18,12.42,0,temp_repos\ck_output_caozongpeng_SpringBootBlog,6.95,2025-11-17T18:46:36.705143
xdmdcp/hospital,925,https://github.com/xdmdcp/hospital,0,0.0,198,20629,270,4026,17.22,4.66,6.38,1.24,0.03,1.15,4.0,0.0,0.05,5.53,0,temp_repos\ck_output_xdmdcp_hospital,9.6,2025-11-17T18:46:43.654344
yizhaorong/intranet_app_manager,919,https://github.com/yizhaorong/intranet_app_manager,0,0.0,72,5145,79,554,11.84,6.33,11.58,1.06,0.01,1.69,6.74,0.1,0.21,5.73,0,temp_repos\ck_output_yizhaorong_intranet_app_manager,5.93,2025-11-17T18:46:53.251139
wycm/zhihu-crawler,916,https://github.com/wycm/zhihu-crawler,0,0.0,107,3804,108,312,4.72,5.61,8.19,1.21,0.16,1.63,6.93,0.08,0.15,7.46,0,temp_repos\ck_output_wycm_zhihu-crawler,6.05,2025-11-17T18:46:59.180173
operator-framework/java-operator-sdk,910,https://github.com/operator-framework/java-operator-sdk,0,0.0,858,43056,1030,3784,4.9,6.48,10.54,1.61,0.04,1.33,5.8,0.02,0.12,10.29,0,temp_repos\ck_output_operator-framework_java-operator-sdk,25.48,2025-11-17T18:47:05.229298
liuyueyi/quick-media,907,https://github.com/liuyueyi/quick-media,0,0.0,325,33650,475,3227,14.19,4.09,12.9,1.28,0.16,2.09,7.66,0.16,0.43,10.51,0,temp_repos\ck_output_liuyueyi_quick-media,17.66,2025-11-17T18:47:30.715435
Getshell/Mshell,906,https://github.com/Getshell/Mshell,0,0.0,40,2489,38,96,8.21,5.53,23.58,2.03,0.0,3.25,21.32,0.39,0.39,9.59,0,temp_repos\ck_output_Getshell_Mshell,20.8,2025-11-17T18:47:50.320668
Erudika/scoold,905,https://github.com/Erudika/scoold,31,0.392,69,15299,79,1351,38.91,10.41,47.24,1.47,0.11,2.28,8.09,0.05,0.32,11.84,0,temp_repos\ck_output_Erudika_scoold,7.99,2025-11-17T18:48:11.154673
spring-io/spring-javaformat,897,https://github.com/spring-io/spring-javaformat,0,0.0,246,9858,287,1017,6.93,3.43,7.34,1.37,0.09,1.96,6.68,0.13,0.35,14.27,0,temp_repos\ck_output_spring-io_spring-javaformat,10.74,2025-11-17T18:48:19.150937
dedicatedcode/reitti,892,https://github.com/dedicatedcode/reitti,12,0.037,290,24428,322,2019,11.1,6.99,16.11,1.08,0.02,1.77,7.47,0.06,0.26,10.43,0,temp_repos\ck_output_dedicatedcode_reitti,11.11,2025-11-17T18:48:29.887275
MariaDB4j/MariaDB4j,887,https://github.com/MariaDB4j/MariaDB4j,0,0.0,38,3056,44,284,11.14,5.27,14.36,1.23,0.02,1.72,7.08,0.04,0.18,11.39,0,temp_repos\ck_output_MariaDB4j_MariaDB4j,3.96,2025-11-17T18:48:41.002136
dromara/dante-cloud,886,https://github.com/dromara/dante-cloud,0,0.0,74,2486,78,264,4.08,6.29,5.9,1.23,0.12,1.2,4.47,0.01,0.05,13.6,0,temp_repos\ck_output_dromara_dante-cloud,6.49,2025-11-17T18:48:44.964606
cBioPortal/cbioportal,883,https://github.com/cBioPortal/cbioportal,1460,1.155,1189,104608,1264,7544,8.2,7.22,10.73,1.23,0.1,1.37,6.26,0.04,0.16,10.67,0,temp_repos\ck_output_cBioPortal_cbioportal,36.65,2025-11-17T18:48:51.456959
houko/SpringBootUnity,879,https://github.com/houko/SpringBootUnity,2,0.015,134,7144,137,726,9.96,5.23,7.21,1.15,0.12,1.88,6.75,0.12,0.36,9.84,0,temp_repos\ck_output_houko_SpringBootUnity,7.78,2025-11-17T18:49:32.678960
dromara/sureness,878,https://github.com/dromara/sureness,13,0.052,226,11360,248,1015,7.69,6.46,9.82,1.38,0.1,1.88,6.95,0.04,0.38,9.84,0,temp_repos\ck_output_dromara_sureness,10.79,2025-11-17T18:49:42.283728
PlaytikaOSS/testcontainers-spring-boot,872,https://github.com/PlaytikaOSS/testcontainers-spring-boot,25,0.042,443,19240,592,1164,2.39,6.62,7.3,1.32,0.13,1.22,6.21,0.01,0.07,12.57,0,temp_repos\ck_output_PlaytikaOSS_testcontainers-spring-boot,16.82,2025-11-17T18:49:53.070003
mahonelau/-kykms,871,https://github.com/mahonelau/-kykms,0,0.0,475,33857,487,2670,12.11,7.58,12.65,1.2,0.02,2.21,8.7,0.13,0.38,14.74,0,temp_repos\ck_output_mahonelau_-kykms,21.26,2025-11-17T18:50:09.893974
HimitZH/HOJ,870,https://github.com/HimitZH/HOJ,6,0.008,698,44014,718,2298,9.14,6.97,10.3,1.16,0.03,2.85,10.6,0.12,0.56,13.6,0,temp_repos\ck_output_HimitZH_HOJ,23.16,2025-11-17T18:50:31.153383
osopromadze/Spring-Boot-Blog-REST-API,868,https://github.com/osopromadze/Spring-Boot-Blog-REST-API,1,0.011,90,3737,90,346,5.18,8.93,5.64,1.56,0.17,1.35,4.34,0.01,0.14,7.04,0,temp_repos\ck_output_osopromadze_Spring-Boot-Blog-REST-API,5.7,2025-11-17T18:50:54.315095
JThink/SkyEye,866,https://github.com/JThink/SkyEye,0,0.0,223,10804,267,1219,7.05,4.82,7.34,1.06,0.01,1.54,6.2,0.08,0.22,8.32,0,temp_repos\ck_output_JThink_SkyEye,11.94,2025-11-17T18:51:00.019777
gazbert/bxbot,863,https://github.com/gazbert/bxbot,6,0.022,217,21352,270,1240,6.05,5.66,11.23,1.4,0.11,1.32,8.56,0.03,0.1,14.6,0,temp_repos\ck_output_gazbert_bxbot,11.01,2025-11-17T18:51:11.959272
quickmsg/smqtt,860,https://github.com/quickmsg/smqtt,0,0.0,258,9383,285,936,4.59,5.94,8.66,1.17,0.1,1.4,4.98,0.02,0.13,11.54,0,temp_repos\ck_output_quickmsg_smqtt,10.99,2025-11-17T18:51:22.971879
